Ссылка,Наименование,Цена,Рейтинг пользователей,Описание продукта,Инструкция по применению,Cтрана-производитель
https://goldapple.ru/19000078008-base-apricot-basil, Base Apricot & basil,1436,,Аромат сочного абрикоса идеально дополненный нотами свежего базилика.,"Ароматический диффузор Oxygen Home из коллекции Base отлично подходит для ароматизации помещения приятными и ненавязчивыми ароматами. Откройте флакон и поместите в него палочки.
Для усиления яркости аромата переворачивайте палочки и перемешивайте жидкость.",Россия
https://goldapple.ru/19000234747-amber-lily,Amber Lily,3490,,"Терпкий древесный аромат амбры, имбиря и водяной лилии. Ярчайший аромат с высоким душистым спектром, быстро наполняет собой окружающее пространство. Ноты чёрного кардамона и имбиря мгновенно задают тон всей композиции. Плавные аккорды жасмина и орхидеи смягчают аромат, постепенно растворяясь в насыщенный шлейф, приправленный нотками сандала и кожи.<br> AMBER LILY - идеальный аромат для тех, кто обожает терпкие восточные композиции и мечтает наполнить своё помещение согревающим пряным ароматом. <br>Выбирайте AMBER LILY, если хотите украсить натуральный интерьер просторной гостиной с элементами темного дерева, мрамора и растений.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/26800900001-feminin-pluriel,Feminin Pluriel ,22000,5,Красивый многогранный ольфактивный дуэт неподвластный мимолѐтным тенденциям моды. Он бросает вызов времени в поисках вечности подобно неизменным произведениям истинной классики.,,Франция
https://goldapple.ru/19000234749-bamboo,Bamboo,3490,,"Зеленый свежий аромат весенних цветов и стебля бамбука. Аромат со средней насыщенностью душистых веществ, мягко наполняет собой пространство. Ноты бергамота и бамбука растворяются в мягкую растительную дымку. Ведущие аккорды лилии и иланг-иланга насыщают пространство цветочным ароматом. Финальный штрих - нота ванили - окрашивает помещение сладостью.<br> BAMBOO точно пополнит вашу коллекцию ароматов, если вы - фанат растительной свежести и нежного аромата цветов.BAMBOO идеален для светлых интерьеров, небольшой спальни и ванной комнаты.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000023365-yellow-fibre-sticks,Yellow fibre sticks ,306,,"Фибровые палочки играют роль проводника для ароматической жидкости. Сменные палочки для ароматического диффузора, изготовлены из прессованного хлопкового волокна, которое не имеет запаха и передаёт аромат в чистом виде. Цвета в ассортименте.","Интенсивность распространения аромата регулируется количеством вставленных в диффузор фибровых палочек: чем их больше – тем аромат насыщеннее, чем меньше – тем нежнее. Начните с 2-3 фибровых палочек и добавляйте или убавляйте по одной для достижения оптимальной интенсивности аромата. Время от времени переворачивайте палочки для поддержания эффективной работы. диффузора. При смене аромата необходимо использовать новые фибровые палочки, так как ароматы смешаются, и конечный результат может оказаться непредсказуемым.",Россия
https://goldapple.ru/19000234780-hemp,Hemp,2290,,"Тонкий травянистый аромат эвкалипта и острой пряной конопли. Аромат средней насыщенности, постепенно растворяется в помещении и наполняет его свежестью. Ноты грейпфрута и эвкалипта раскрываются легким травяным ароматом свежести. Аккорды табака и конопли сливаются в терпкий шлейф, приправленный нотками кардамона. <br> HEMP точно станет вашим фаворитом, если вы любите легкие, ненавязчивые ароматы с острой ноткой.HEMP идеально подойдёт для небольшой гостиной, гардеробной, а также впишется в обстановку офиса.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000010699-les-eaux-d-un-instant-intimate-white-flowers,LES EAUX D’UN INSTANT Intimate White Flowers,3890,4.5,"Белоцветочная парфюмерная композиция Intimate White Flowers ассоциируется со свежестью, жизненной энергией и раскрепощением. Дуновение экзотического аромата цветов монои предвещает тропический шторм и дождь из нежных белых лепестков. В сердце аромата раскрывается чувственная нота жасмина, которая превращает аромат в оду естественной женственности. Композицию ANGEL SCHLESSER дополняет мягкая и сладкая нота ванили. Парфюмер –  Ane Ayo.
 <p>
Ключевые ноты: монои, жасмин, ваниль.",Только для наружного применения.,Италия
https://goldapple.ru/19000234831-bamboo,Bamboo,1390,,"Лаконичная аромасвеча из природного кокосового воска плавно наполнит ваше пространство насыщенным парфюмированным шлейфом. Благодаря низкой температуре плавления, кокосовый воск тает эстетично, не оставляя лунок вокруг пламени. Зеленый свежий аромат весенних цветов и стебля бамбука. Аромат со средней насыщенностью душистых веществ, мягко наполняет собой пространство. Ноты бергамота и бамбука растворяются в мягкую растительную дымку. Ведущие аккорды лилии и иланг-иланга насыщают пространство цветочным ароматом. Финальный штрих - нота ванили - окрашивает помещение сладостью. <br> BAMBOO точно пополнит вашу коллекцию ароматов, если вы - фанат растительной свежести и нежного аромата цветов.BAMBOO идеален для светлых интерьеров, небольшой спальни и ванной комнаты.","Перед использованием удалите все декоративные элементы упаковки. Выберите удобное место для свечи, недоступное для детей и животных. Держите свечу зажженной не менее 20 и не более 30 минут. <br> Меры предосторожностиНе оставляйте зажженную свечу без присмотра и на сквозняках.<br>  Располагать свечу вне зоны досягаемости детей и домашних животных. <br> Соблюдайте безопасное расстояние от пожароопасных предметов. <br> Обязательной сертификации не подлежит.",Россия
https://goldapple.ru/19000215586-pomme-d-amour-eau-de-toilette,Pomme d'amour eau de toilette,1314,5,"В изысканный и яркий набор tutti délices входят туалетная вода POMME D'AMOUR (50 мл) и стильная подарочная термокружка (объем 350 мл). <br>
Романтичная парфюмерная композиция POMME D'AMOUR переносит в атмосферу праздничной городской ярмарки с её яркими огнями и сладким ароматом яблок в карамели, витающем в воздухе. <br>
Дух беззаботного праздника передают десертные и фруктовые ноты, напоминающие о сладости первой любви.","Туалетная вода: только для наружного применения. Распылите на кожу с небольшого расстояния. <br>
Термокружка: используйте для горячих/холодных напитков. Будьте аккуратны с горячими напитками.",Франция
https://goldapple.ru/19000032869-no-4-betel-concrete-candle,No.4 Betel Concrete Candle,5920,,"Парфюмированная свеча в керамической вазе, созданная из высококачественного воска на основе кокосового масла.",,США
https://goldapple.ru/19000234793-salted-caramel,Salted Caramel,3490,,"Яркая композиция с высокой насыщенностью. Ноты пшеницы и ванили наполняют звучание аромата сладостью и аппетитным, вкусным шлейфом. Ноты карамели и соли сливаются в густой, обволакивающий, пикантный аромат, знакомый каждому с детства - солёная карамель. Звучные нотки выпечки придают композиции ещё больший вкус и наполняют ваше пространство теплом и уютом. <br>  Если вы мечтаете вновь окунуться в детство и ощутить незабываемую атмосферу чуда и праздника, то SALTED CARAMEL точно для вас! <br> Аромат станет идеальным дополнением для уютной гостиной, детской или комнаты с камином.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000222796-cap-neroli,CAP NÉROLI,4080,5,"Вихрь лепестков, фруктов и специй создает элегантную смесь эссенций. Разнообразная коллекция EAU DE TOILETTE предлагает изящный баланс свежести, деликатности и интенсивности.<br><br>

Cap Néroli на Французской Ривьере — это дань уважения выращиванию горького апельсина на Лазурном берегу. «Я представила себе аромат участка суши, впадающего в море, со сладким названием Cap Néroli!» — Патрисия де Николаи.<br><br>

Cap Néroli представляет собой пьесу в трех актах, поставленную в естественной обстановке, как в театре под открытым небом, расположенном на холме у Средиземного моря. Увертюра — балет цитрусовых, дополненный розмарином и мятой. <br><br>

Прелюдия из горьковато-апельсиновой эссенции петитгрейна предвещает появление на сцене эссенции из величественного нероли. Это лучезарное цветение сопровождается букетом из жасмина, иланга и цветка апельсина, которые соединяются вместе в изысканной хореографии. <br>

Дубовый мох с щепоткой мускуса и амбры создают завершающий аккорд, словно брошенная в море бутылка с опьяняющим посланием внутри.",Только для наружного применения.,Франция
https://goldapple.ru/19000234805-wildlife,Wildlife,3490,,"Бархатный травяной аромат ранней осени и темной листвы. Высоко насыщенный аромат. Ноты лаванды и шалфея в закрытом пространстве раскрываются пряным ароматом и подчеркивают сладость ванили и миндаля. Благодаря такому сочетанию нот, в помещении проявляется согревающий терпкий аромат. <br> Вам следует выбрать WILDLIFE, если вы - поклонник осеннего леса, ночных разговоров возле костра и долгих вечеров у камина, а также если вы хотите получить от аромата тёплый, душистый шлейф и пикантность. <br> WILDLIFE подойдёт для просторных гостиных и обеденных комнат современной квартиры, а также идеально впишется в тёмный, древесный, охотничий интерьер загородного дома.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000008799-plush,plush,4768,5,"Ваниль, жасмин, ирис и апельсиновый цвет аккуратно собраны в букет, украшенный роскошным мускусом и серой амброй. Композицию дополняют миндаль и гвоздика, а гальбанум усиливает металлические грани яркого, притягательного и наполненного энергией аромата MiN NEW YORK Plush.",,Франция
https://goldapple.ru/19000234833-biscuit,Biscuit,1390,,"Лаконичная аромасвеча из природного кокосового воска плавно наполнит ваше пространство насыщенным парфюмированным шлейфом. Благодаря низкой температуре плавления, кокосовый воск тает эстетично, не оставляя лунок вокруг пламени. Обратите внимание, что в свече - деревянный фитиль, именно поэтому процесс горения сопровождается приятным, потрескивающим звуком горящих в камине поленьев. Тёплый аппетитный аромат свежеиспечённого бисквита и печенья.<br> Аромат высокой насыщенности, ярко раскрывается в помещении, полностью его заполняя. Нота корицы растворяется в душистый, пряный аромат. Ведущие аккорды пшеницы и мускатного ореха создают тот самый аромат свежей, тёплой выпечки. Финальные штрихи жженого сахара оставляет сладкий карамельный шлейф. <br> BISCUIT - аромат для тех, кто не может жить без сладких булочек с корицей и мечтает наполнить этим ароматом своё помещение. Он идеален для небольшой кухни, детской комнаты","Перед использованием удалите все декоративные элементы упаковки. Выберите удобное место для свечи, недоступное для детей и животных. Держите свечу зажженной не менее 20 и не более 30 минут. <br> Меры предосторожности <br>  Не оставляйте зажженную свечу без присмотра и на сквозняках. <br> Располагать свечу вне зоны досягаемости детей и домашних животных. <br> Соблюдайте безопасное расстояние от пожароопасных предметов. Обязательной сертификации не подлежит.",Россия
https://goldapple.ru/19000209569-briquette-loft-stones-white-tenderness,Briquette Loft Stones White Tenderness,5900,,"Невероятные украшения для пространства - интерьерные свечи коллекций Briquette Loft Stones  - своеобразный культ красоты, воплощенный в бесконечных экспериментах по сочетанию различных материалов и фактур.
<br>Свечи Briquette Loft Stones - днк бренда LAB|ontà Decor. Все свечи сделаны из бетона, стеклянных кристаллов, камней, металла, гвоздей, очищенного парафина, используются деревянные и хлопковые фитили. Все свечи делаются полностью вручную, абсолютно крафтовая работа мастеров и неповторимая вариация структуры свечей. У нас всегда уникальные и невероятные экземпляры для ваших самых важных людей и пространства.
<br>Briquette Loft Stones могут немного отличаться друг от друга по размеру, однако, в качестве ориентира мы обозначим размер 18 см - 10 см - 6 см. Мелкие пузырики, неровности, шероховатости, легкая осыпка - норма для используемых материалов и выбранного стиля loft&grunge, и допустимы в создании объектов ручной работы.
<br>Приобретая Briquette Loft Stones и присоединяясь к LAB|ontà Family ваш подарок точно не останется незамеченным, а ваше пространство наполнится атмосферой настоящих арт-объектов современного искусства!
<br>Характеристика: Бетон, стеклянные кристаллы, очищенный парафин, хлопковый фитиль.
<br>Время горения: от 15 часов. 
<br>Аромат: no aroma
<br>Объем: ~ 1,8 кг
<br>Обращаем ваше внимание, что все свечи уникальные и могут незначительно отличаться от фото/видео!","интерьерный декор, товар для дома",Россия
https://goldapple.ru/19000234985-tobacco-vanilla,Tobacco Vanilla,1790,,"Лучшее средство для того, чтобы наполнить ваше пространство деликатным ароматным шлейфом и придать ему нужное настроение. Спрей добавит белью после стирки ненавязчивый, воздушный, парфюмированный шлейф. Ароматный обладает легким антистатическим и разглаживающим эффектом. После его применения ткань станет более мягкой и приятной. Спрей может использоваться при глажке натуральных тканей таких, как хлопок и лен, на невысоких температурах. Средство станет приятным дополнением к чистящим и уходовым средствам и лучшим подарком для каждого, кто хочет наполнить свое пространство красотой и комфортом.","Распылите спрей на расстоянии 25-30 см на домашний текстиль: постельное белье, шторы, полотенца, пледы и другие тканевые элементы интерьера. После нанесения спрея на текстиль деликатное и нежное облако с вашим любимым ароматом останется на поверхности в течение нескольких часов или дней, в зависимости от интенсивности нанесения.",Россия
https://goldapple.ru/19000234847-pear-freesia,Pear Freesia,1390,,"Лаконичная аромасвеча из природного кокосового воска плавно наполнит ваше пространство насыщенным парфюмированным шлейфом. Благодаря низкой температуре плавления, кокосовый воск тает эстетично, не оставляя лунок вокруг пламени. Воздушный, сладкий фруктовый аромат груши и белой фрезии. Насыщенный аромат фруктов заполнит собой все помещение. Ноты груши и дыни раскрываются в комнате свежим благоуханием спелых сочных плодов. Вкрапления душистой фрезии и розы добавляют аромату легкую сладость. Финальные аккорды мускуса оставляют в помещении мягкий шлейф пряностей. <br> PEAR FREESIA точно подойдёт вам, если вы мечтаете наслаждаться летними вечерами круглый год, а также если вы любите густые, сладкие ароматы.PEAR FREESIA - идеальный аромат для кухни. Также он подойдёт для просторных залов и светлых интерьеров.","Перед использованием удалите все декоративные элементы упаковки. Выберите удобное место для свечи, недоступное для детей и животных. Держите свечу зажженной не менее 20 и не более 30 минут. <br> Меры предосторожности <br> Не оставляйте зажженную свечу без присмотра и на сквозняках. <br> Располагать свечу вне зоны досягаемости детей и домашних животных. <br> Соблюдайте безопасное расстояние от пожароопасных предметов. <br> Обязательной сертификации не подлежит.",Россия
https://goldapple.ru/19000225959-lakeside,Lakeside,11130,,"Бренд ALFRED RITCHY — путешествие по миру и запечатленные моменты через ароматы с превосходными материалами и уникальными сочетаниями.<br><br> 

Время 07:03 — застигнуть время цветения. Цветочная, фруктовая и древесная парфюмерная вода LAKESIDE посвящена земле, которая обнимает воду на берегу озера. <br>",Нанесите на кожу на расстоянии 20-30 см.,Франция
https://goldapple.ru/7030300002-boss-bottled,Boss Bottled ,6502,5,"Мужчина в стиле BOSS рожден быть успешным — он готов к соперничеству, мотивирован и амбициозен. Ежедневный утренний ритуал — неотъемлемая составляющая его успеха, и туалетная вода Hugo Boss Bottled становится его незаменимым оружием на этом пути. Стойкий и современный BOSS Bottled — это легендарная классика в аккуратном и строгом флаконе, прекрасное воплощение стиля BOSS. Яркий аромат со свежими и чувственными нотами подчеркивает индивидуальность и изысканность вашего образа и воплощает в себе радость жизни. Аромат герани с едва различимым оттенком гвоздики преобладает над теплыми, пряно-цветочными сердечными нотами, уравновешивая свежую фруктовую верхнюю ноту. Базовая нота решительно мужская — это пульсирующая гармония сандалового дерева, кедра и ветивера. BOSS Bottled — это классика, которая всегда остается актуальной.",,Германия
https://goldapple.ru/19000102348-bravo,Bravo,15040,,"Богатый древесно-кожаный аромат с восточно-фруктовым оттенком. Парфюм отражает испанскую самобытность и культуру, которая выражается в чувстве виртуозности. Композиция сочетает в себе страсть, традиции, ценности и испанский темперамент. Духи обладают средним шлейфом и прекрасной стойкостью.
Роскошный парфюм Bravo  от испанского дома Ramon Monegal – это подлинная ода силе, мужеству и изысканности.
Пирамида аромата создавалась под впечатлением от дымных нот, которые так часто преследуют путешественников. Весьма аллегорично обыгрывается само понятие «парфюм», ведь оно произошло от латинского «per fumum». Магические дымные акценты получены благодаря сжиганию древесины уда, кедра и пихты. Как и в аромате классического кальяна угольные нюансы щедро приправлены фруктовыми и ягодными нотами абрикоса, черной смородины и клубники.",,Испания
https://goldapple.ru/19000222732-amber-oud,AMBER OUD,5640,,"Богатая и насыщенная эссенция агарового дерева в коллекции OUD полностью посвящена традициям французской элегантности, увековеченной Патрисией де Николаи.<br>
Amber Oud входит в группу «французско-ориентальных» ароматов и сочетает фирменные аккорды двух жанров. Верхние ноты освежающей лаванды, зеленой полыни и пряного тимьяна создают контраст с теплым, продолжительным сердцем композиции. <br>
Легендарная амбра, обогащенная смолой и острыми специями, гармонично сочетается с лабданумом и ванилью, подчеркивая чувственную и смелую ноту уда.",Только для наружного применения.,Франция
https://goldapple.ru/19000234836-christmas-tree,Christmas tree,1390,,"Лаконичная аромасвеча из природного кокосового воска плавно наполнит ваше пространство насыщенным парфюмированным шлейфом. Благодаря низкой температуре плавления, кокосовый воск тает эстетично, не оставляя лунок вокруг пламени. Обратите внимание, что в свече - деревянный фитиль, именно поэтому процесс горения сопровождается приятным, потрескивающим звуком горящих в камине поленьев. <br> Нежный хвойный аромат рождественской ели и мандаринов. Аромат средней насыщенности душистых аромавеществ, мягко наполняет собой все помещение, создавая в нем полупрозрачную вуаль. Нота мандарина раскрывается в яркий сладковатый аромат, знакомый и любимый каждому из нас. Финальные аккорды хвои рождают насыщенный растительный шлейф. <br> CHRISTMAS TREE - лучший аромат для новогодних праздников, а также для тех, кому хочется настоящего рождественского чуда даже посреди жаркого лета.Аромат идеально подойдёт для детской комнаты, гостиной, а также для небольшой кофейни.","Перед использованием удалите все декоративные элементы упаковки. Выберите удобное место для свечи, недоступное для детей и животных. Держите свечу зажженной не менее 20 и не более 30 минут.<br> Меры предосторожности <br> Не оставляйте зажженную свечу без присмотра и на сквозняках. <br> Располагать свечу вне зоны досягаемости детей и домашних животных. <br> Соблюдайте безопасное расстояние от пожароопасных предметов. <br> Обязательной сертификации не подлежит.",Россия
https://goldapple.ru/19000164096-blossom-bliss,Blossom bliss,594,5,"Цветочно-сладкий аромат BLOSSOM BLISS, словно весна во флаконе, поднимает настроение. Ноты яблока, водяного жасмина, ландыша, ванили, мускуса и пачули дарят свежесть и ощущение зелёной травы под ногами. Удобный формат флакона легко носить с собой в сумочке. MiSS KAY. — аромат для каждого случая, настроения и момента.",Распылять на расстоянии 20-30 см.,Италия
https://goldapple.ru/19000234761-dark-vanilla,Dark Vanilla,3490,,"Томный, бархатный аромат сладкой ванили и розового перца. Аромат с высокой концентрацией душистых веществ, заполняет собой все пространство. Нотки бергамота и розового перца раскрываются в терпкий аромат с легкой горчинкой. В сочетании с аккордами ванили и сандала первичные ноты растворяются в стойкий, густой шлейф, приправленный щепотками боярышника и ландыша. <br> Вам точно нужен DARK VANILLA, если вы - поклонник томных, благородных ароматов, которые с каждой минутой раскрываются по-новому. <br> DARK VANILLA идеально впишется в темные интерьеры, подойдёт для ванных комнат и придаст таинственность спальне.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофибры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/19000209277-briquette-loft-classic-white-tenderness,Briquette Loft Classic White Tenderness,6900,,"Невероятные украшения для пространства - интерьерные свечи коллекций Briquette Loft Classic  - своеобразный культ красоты, воплощенный в бесконечных экспериментах по сочетанию различных материалов и фактур.
<br>Свечи Briquette Loft Classic - днк бренда LAB|ontà Decor. Все свечи сделаны из бетона, стеклянных кристаллов, камней, металла, гвоздей, 100% соевого воска используются деревянные и хлопковые фитили. Все свечи делаются полностью вручную, абсолютно крафтовая работа мастеров и неповторимая вариация структуры свечей. У нас всегда уникальные и невероятные экземпляры для ваших самых важных людей и пространства.
<br>Briquette Loft Classic сделаны по принципу свечи-стакана и весь воск тает во внутренней части свечи. Эта модель может использоваться без подставки - дно свечи не нагревается. Однако, мы всегда рекомендуем использовать подставки под свечи. 
<br>Briquette Loft Classic могут немного отличаться друг от друга по размеру, однако, в качестве ориентира мы обозначим размер 16 см - 10 см - 5 см. Мелкие пузырики, неровности, шероховатости, легкая осыпка - норма для используемых материалов и выбранного стиля loft&grunge, и допустимы в создании объектов ручной работы.
<br>Приобретая Briquette Loft Classic и присоединяясь к LAB|ontà Family ваш подарок точно не останется незамеченным, а ваше пространство наполнится атмосферой настоящих арт-объектов современного искусства!
<br>Характеристика: Бетон, стеклянные кристаллы, 100% соевый воск, хлопковый фитиль.
<br>Время горения: от 15 часов. 
<br>Аромат: no aroma
<br>Объем: ~ 1,6 кг
<br>Обращаем ваше внимание, что все свечи уникальные и могут незначительно отличаться от фото/видео!","интерьерный декор, товар для дома",Россия
https://goldapple.ru/19000148364-mon-vetiver,Mon Vetiver,7890,,"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""MON VETIVER by Bruno Jovanovic"". <br>
Парфюмер – Bruno Jovanovic. «Я представил себе парфюмерную композицию на основе нот ветивера и джина, отражающую современную элегантность. Это аромат с характером, выраженном в древесных нотах».  <br><br>

Mon Vetiver – это воплощение современной элегантности. Композиция, способная удивлять, создана на основе гаитянского ветивера. Неожиданная нота джина подчёркивает приятную свежесть мексиканского лайма и можжевельника. Лаванда и горечавка пробуждают интерес, который усиливают загадочные пачули из Индонезии и ноты кашмерана. <br><br>

Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Компания гарантирует бережное отношение к местным экосистемам и улучшает жизнь фермерских общин Гаити, культивирующих ветивер. <br><br>

Сделать парфюмерию более экологичной и безопасной для окружающей среды позволяет и формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования. <br><br>

Флакон рефила создан из алюминия, подходящего для переработки.",Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.,Франция
https://goldapple.ru/19000234807-wood-and-leather,Wood and Leather,3490,,"Богатый аромат мягкой замши и темного грубого дерева. Аромат легкой насыщенности, мягко раскрывается в помещении. Ноты малины, шафрана и чабреца наполняют пространство пряностью и ягодным мотивом. Ведущие аккорды жасмина и олибанума создают дымный, терпкий, пудровый шлейф, дополненный нотками коры дерева и амбры. <br> WOOD AND LEATHER точно влюбит вас в себя, если вам нравятся мягкие, брутальные древесные ароматы. Он идеально впишется в интерьеры с элементами кожи и дерева, хорошо подойдёт для рабочего кабинета, а также для барбершопа.","Наполните стеклянный флакон арома жидкостью из пластикового рефила. Поставьте в стеклянный флакон с жидкостью палочки из микрофиьры. Регулируйте насыщенность аромата с помощью количества палочек - чем больше палочек во флаконе, тем более интенсивным будет аромат.",Россия
https://goldapple.ru/7195500011-sauvage,Sauvage,14250,,"Франсуа Демаши, создатель ароматов Dior, черпал вдохновение в бескрайней пустыне в волшебное время сумерек, когда воздух наполняется глубокими ароматами ночной прохлады и раскаленного песка, а небо охвачено пламенем. Волки выходят из дневного убежища. Наступает время магии и волшебства. Насыщенный шлейф аромата, столь могущественный в своей свежести.
Калабрийский Бергамот, яркая сочная подпись Sauvage, окружен пикантными чувственными нотами. Древесный амбровый шлейф Амброксана кутается в нежнейшую вуаль из абсолю Ванили с дымчатыми нотами, которые делают аромат более мужественным.","Небольшое количество нанести на тело, избегая попадания в глаза.",Франция
